0,5328208385.510416,78629474402.14926,14987504511.999683,38244069370.96033,464242903.41034555,6622749756.2000475
1,1150.6307734179693,934.9006076062271,2365050693.59711,896577609.8770183,97361842.88646825,2593927364.514926
2,222.67213793393276,58.15544995960549,10950.348682149448,896577454.5261347,2565106.6416746425,182842864.63534853
3,156.9074240189378,50.67008068618868,74.93336299160084,211.6436215510252,17530.27409577882,182842864.63534853
4,66.33704649981176,42.04526157322482,68.80003490608166,58.70498354869189,1668.0428638142214,182842864.63534853
5,56.97996268157108,39.203731822302956,56.247324095829335,51.048092082282764,1266.300799336524,52594083.268404365
6,54.102889046354434,34.87258794939909,49.617365524620354,49.04207732994085,1266.300799336524,52594083.268404365
7,52.500179144791296,30.322957183630855,45.96818922933357,47.56799113815979,1266.300799336524,52594083.268404365
8,50.86482718302399,20.025514225084777,42.893616952171044,42.42392128676888,1266.300799336524,48236459.408206806
9,48.24701600318532,17.636707524135907,42.893616952171044,41.277220152271276,313.03542314959907,48236459.408206806
10,47.390428051373966,16.2641543451721,34.92473794995099,36.9844363291251,68.18634111987691,48236459.408206806
11,46.838542210197744,15.610868388246825,33.59855210317175,36.30595545105886,66.00740758156526,7083533.91924531
12,43.66519395346121,14.758309776242385,33.23747370783683,34.070490193041834,62.11819920914125,7083533.91924531
13,40.339367578410005,13.563067956273361,30.006973558069102,31.71051873690817,58.221481086451924,7083533.91924531
14,39.823397055830206,12.829114613939268,27.663344817825628,28.93427498771286,54.56313356065739,7083533.91924531
15,39.49374749055834,10.522689189334013,23.66524754251906,27.91012584239105,53.004726469579566,7083533.91924531
16,38.83432428166656,10.247398080984372,22.920257189155443,25.017661677342282,51.81959474884468,5374745.2148544
17,38.77817231052119,10.13021065373172,21.45961803140034,24.49922976437576,45.86531300835052,5374745.2148544
18,38.725609913291564,10.009619605127739,21.414963089305136,24.413049507415245,42.06301457023202,5374745.2148544
19,38.6008126994994,8.720903525920289,20.066798664508127,23.07407142937263,36.104922291414724,11493.538275278363
20,38.376249486333926,8.090380622637355,18.863620167861257,20.875901408005863,35.38765233967371,11493.538275278363
21,37.994863959653266,7.492386765961227,16.694471129085933,20.846442317342547,28.414278577554587,11489.370264831754
22,37.89368369499776,6.838988406001114,15.649775851224513,18.60909572836187,27.629871333010392,11489.370264831754
23,37.782676936683465,6.121808891203278,15.170041921039054,16.349740375732615,27.629871333010392,11489.370264831754
24,37.67830989429668,6.055121588694047,14.386791381567104,12.637469609859954,27.629871333010392,11483.342223054615
25,37.61536742879893,5.3944710642651374,13.28470770388508,12.618372865387101,26.97509564702735,11483.342223054615
26,37.58392900282106,5.276293459832976,11.246027259457783,12.618372865387101,20.7272986883584,11483.342223054615
27,37.54071398201019,4.5317041114235765,10.611109262170823,12.347630711888737,20.38416393122003,11483.342223054615
28,37.52451552220977,3.3528233596945562,10.22908896282783,11.730782861718886,20.014539210683314,7539.577096850417
29,37.49510188393329,2.7831657683424416,8.56479472882129,11.070012205301934,19.859726752265807,7539.577096850417
30,36.72544078007381,2.5260911873745933,8.191693383953913,11.00117475145635,19.668686992538888,7539.577096850417
31,36.6369215627491,2.312903217342533,7.985422586534355,10.892894451836423,18.58895921685258,7539.577096850417
